restaurant,link,michelin guide,address,price,cuisine,michelin guide point of view,facilities & services,contact number,website,opening hours,michelin stars,location_lat,location_long
Locanda Don Serafino,https://guide.michelin.com/en/sicilia/ragusa/restaurant/locanda-don-serafino,MICHELIN GUIDE ITALIA,"via Avv. Ottaviano 13, Ragusa, 97100, Italy",55 - 165 EUR,Modern Cuisine,"Situated on the road which runs around the historic centre, this restaurant comprises two barrel-vaulted dining rooms and another space which is literally built into the rock. Elegant and romantic, this is the perfect choice for a memorable and special occasion, thanks to the excellent cuisine prepared by a chef who guarantees a top-notch culinary experience through his skilful interpretations of Sicilian classics. Don Serafino also has its own accommodation, with one guestroom right above the restaurant and others that are walking distance away in the historic centre.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
€
With bedrooms
Show Less
",+39 0932 248778,https://www.locandadonserafino.it/,Closed: Tuesday,1,36.9219828,14.7213455
Signum,https://guide.michelin.com/en/sicilia/salina/restaurant/signum,MICHELIN GUIDE ITALIA,"via Scalo 15, località Malfa, Salina, 98050, Italy",75 - 160 EUR,"Contemporary, Sicilian","A delightful pergola with a characteristic terrace, beautiful majolica tiles and the typical colours of the Aeolian Islands. It is the perfect setting for delicious cuisine that demonstrates the chef’s capacity for interpreting traditional local recipes with imagination and original flair. There is also a very good wine list, which includes some of the island’s lesser - known yet excellent wines.","
T
Air conditioning
V
American Express credit card
Booking essential
S
Breakfast
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
û
Restaurant offering vegetarian menus
5
Small plates
X
Visa credit card
€
With bedrooms
Show Less
",+39 090 984 4222,https://www.hotelsignum.it/,"Closed: 25 November-31 December, 1 January-31 March",1,38.55904115,14.83589061
Porta di Basso,https://guide.michelin.com/en/puglia/peschici/restaurant/porta-di-basso,MICHELIN GUIDE ITALIA,"via Colombo 38, Peschici, 71010, Italy",70 - 80 EUR,"Seafood, Contemporary","Make sure you book one of the few tables overlooking the sea, either on the terrace or in the dining room, at this completely renovated restaurant situated in the old town. Italian cuisine and over 200 wines to tempt connoisseurs, who will be eager to return here.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+39 0884 355167,Opening hours,,1,41.9490985,16.0131105
Noni,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/noni,MICHELIN GUIDE MALTA,"211 Republic Street, Valletta, VLT 1118, Malta",54 - 80 EUR,Modern Cuisine,"What was once the home of ‘Xmun Borg & Sons Bakery & Confectionery’ is now one of the hottest tickets in town; sit at ground level for a quiet meal, or downstairs in the stylish stone-walled cellar for a more lively ambience. The restaurant’s moniker comes from the nickname of chef-owner Jonathan Brincat – whose passion involves bringing a modern approach to traditional Maltese and Mediterranean cuisine.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
Show Less
",+356 2122 1441,https://www.noni.com.mt/,"Closed: Monday, lunch: Tuesday-Saturday, Sunday",1,52.0854614,4.2937719
Under Grain,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/under-grain,MICHELIN GUIDE MALTA,"167 Merchants Street, Valletta, VLT 1174, Malta",70 - 95 EUR,Modern Cuisine,"Enter the Rosselli Hotel into ‘Street’, where small sharing plates are the order of the day; then slip through the secret sliding door and take the stairs down to this elegant cellar restaurant. ‘Under’ is inspired by the tailoring profession and evidence of this theme is all around, from the sewing pattern menu and the tailor’s chalk used to mark your chosen dishes, to the clothing displays and the pin-cushion bill-holder.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
Show More
",+356 2235 4167,https://www.grain.mt/,Nearby Restaurants,1,35.8989818,14.5136759
ION - The Harbour,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/ion-the-harbour,MICHELIN GUIDE MALTA,"11 St Barbara Bastion, Valletta, VLT 1961, Malta",55 - 125 EUR,Mediterranean Cuisine,"From the moment you step out of the lift, the team at this restaurant put all their effort into creating a memorable experience. It’s set on the 4th floor of a hotel and the magnificent view from the terrace over the Grand Harbour makes for an amazing backdrop to your meal. The restaurant itself is stylish yet informal, with some tables even able to catch a glimpse into the kitchen, and service is second-to-none, with excellent wine recommendations from the sommelier.","
T
Air conditioning
V
American Express credit card
S
Breakfast
Credit card / Debit card accepted
e
Great view
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+356 2258 3601,https://www.iontheharbour.com/,"Closed: Monday, dinner: Sunday",1,52.0854614,4.2937719
Coria,https://guide.michelin.com/en/sicilia/caltagirone/restaurant/coria,MICHELIN GUIDE ITALIA,"via Infermeria 24, Caltagirone, 95041, Italy",45 - 100 EUR,Modern Cuisine,"Named after Coria, an enthusiastic Sicilian cookery writer, this restaurant is situated in the historic centre of the city of ceramics. Two dining rooms decorated in simple and contemporary style, plus cuisine made from the best Sicilian ingredients.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
Show Less
",+39 0933 26596,https://www.ristorantecoria.it/,"Closed: Monday, dinner: Sunday",1,37.17936105,14.55005041
Bahia,https://guide.michelin.com/en/malta-central-region/lija/restaurant/bahia,MICHELIN GUIDE MALTA,"75 Preziosi Street, Lija, LJA 1203, Malta",38 - 80 EUR,Creative,"This charming bistro nestles in the winding streets of a sleepy village and is named after the oranges for which the area is famed. It’s made up of three cosy dining rooms with stone walls, vaulted arches and low lighting; the team are charming and attentive and the atmosphere is nicely relaxed.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
{
Private dining room
û
Restaurant offering vegetarian menus
X
Visa credit card
Show Less
",+356 9999 1270,https://www.bahia.com.mt/,"Closed: lunch: Monday-Saturday, Sunday",1,35.901766,14.4476136
De Mondion,https://guide.michelin.com/en/malta-northern-region/mdina/restaurant/de-mondion,MICHELIN GUIDE MALTA,"Council Square, Mdina, MDN 1050, Malta",70 - 96 EUR,Modern Cuisine,"The luxurious Xara Palace Hotel is set in a 16th century building in the heart of the beautiful walled city of Mdina and on its top floor, you will find this intimate, elegantly dressed restaurant featuring impressive artwork of the island. If you’re here in the summer, a table on the terrace is a must; sit here to enjoy stunning views out across the east of the island to the coast.","
T
Air conditioning
V
American Express credit card
Booking essential
Credit card / Debit card accepted
M
Diners Club credit card
e
Great view
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
X
Visa credit card
Show Less
",+356 2145 0560,https://www.demondion.com/,"Closed: Monday, lunch: Tuesday-Saturday, Sunday",1,35.8752117,14.4660282
Le Trabe,https://guide.michelin.com/en/campania/paestum/restaurant/le-trabe,MICHELIN GUIDE ITALIA,"via Capodifiume 4, Paestum, 84047, Italy",70 - 104 EUR,Modern Cuisine,"Bucolic landscapes and rural vistas provide the backdrop to this restaurant housed in a medieval mill surrounded by greenery. The decor is rustic yet elegant with antique furnishings contrasting with more modern touches. The cuisine focuses on meat and fish dishes from the Campania region, with an added contemporary twist.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
X
Visa credit card
Show Less
",+39 0828 724165,https://www.letrabe.it/,"Closed: 9 December-14 February, Monday, lunch: Tuesday-Friday, dinner: Sunday",1,40.4238379,15.0069514
Oasis - Sapori Antichi,https://guide.michelin.com/en/campania/vallesaccarda/restaurant/oasis-sapori-antichi,MICHELIN GUIDE ITALIA,"via Provinciale 8/10, Vallesaccarda, 83050, Italy",25 - 77 EUR,"Campanian, Regional Cuisine","An excellent combination of generous hospitality and local cuisine with dishes prepared using the best ingredients from the Irpinia region. Welcoming, friendly atmosphere.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
M
Diners Club credit card
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
û
Restaurant offering vegetarian menus
5
Small plates
X
Visa credit card
Show Less
",+39 0827 97021,https://www.oasis-saporiantichi.it/,"Closed: 7-31 January, 4-18 July, Wednesday, Thursday",1,40.93155147,14.97174551
Il Papavero,https://guide.michelin.com/en/campania/eboli/restaurant/il-papavero,MICHELIN GUIDE ITALIA,"corso Garibaldi 112/113, Eboli, 84025, Italy",40 - 62 EUR,Regional Cuisine,"Having been promoted to chef, the former sous - chef at this restaurant continues to maintain the high standards of cuisine, serving a selection of inventive meat and fish dishes. Interesting wine list that includes numerous regional wines, many of which are available by the glass.","
T
Air conditioning
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
{
Private dining room
X
Visa credit card
Show Less
",+39 0828 330689,https://www.ristoranteilpapavero.it/,"Closed: 25-29 November, Monday, dinner: Sunday",1,40.6182159,15.0558789
Osteria Arbustico,https://guide.michelin.com/en/campania/paestum/restaurant/osteria-arbustico,MICHELIN GUIDE ITALIA,"via Francesco Gregorio 40, Paestum, 84047, Italy",70 - 95 EUR,Modern Cuisine,"Housed within the Hotel Royal in a white, airy dining room with an elegant and contemporary feel, this restaurant run by the two Torsiello brothers – one in the kitchen, the other front of house – delights its guests with its refined, original cuisine. Dishes are often made from produce from the Campania, resulting in top-quality and even outstanding creations. Although the food is simple and minimalist in appearance, this belies the careful preparation that the chef puts into every dish.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
€
With bedrooms
Show Less
",+39 0828 851525,http://www.osteriaarbustico.it,"Closed: Wednesday, Thursday",1,40.4238379,15.0069514
Re Maurì,https://guide.michelin.com/en/campania/salerno/restaurant/re-mauri,MICHELIN GUIDE ITALIA,"via Benedetto Croce, Salerno, 84019, Italy",71 - 110 EUR,Creative,"Although he’s never quite lost his passion for making pastries, and after many years working in some of the most respected restaurants in Italy, the chef at Re Maurì is now very much at home creating imaginative Mediterranean cuisine, choosing his ingredients from the excellent gastronomic produce for which this region is renowned.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
e
Great view
R
Lift
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
X
Visa credit card
€
With bedrooms
Show Less
",+39 089 763 3687,https://www.remauri.it/,"Closed: Tuesday, lunch: Wednesday",1,40.6759147,14.7376756
Il Faro di Capo d'Orso,https://guide.michelin.com/en/campania/maiori/restaurant/il-faro-di-capo-d-orso,MICHELIN GUIDE ITALIA,"via Diego Taiani 48, Maiori, 84010, Italy",70 - 150 EUR,Creative,"Although it’s almost hidden from the road, once you step out of your car and head down the steps into this restaurant, you’ll be greeted by one of the most breathtaking views of the Amalfi Coast, which takes in Ravello, Amalfi and, on clear days, even Capri’s Faraglioni rocks. The cuisine here comes in the shape of a surprise tasting menu, in which the chef expresses his creative skills to the full.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
€
With bedrooms
Show Less
",+39 089 877022,https://www.ilfarodicapodorso.it/,"Closed: 25 November-31 December, 1 January-15 March, Tuesday, lunch: Wednesday",1,40.65235025,14.64291078
