Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Buona Terra,ChIJJfTNnu0Z2jERbnACwz4zeuk,"29 Scotts Road, 228224, Singapore",Singapore,Central,3.0,Italian,103.8348231,1.3107414,9456 3147,https://guide.michelin.com/en/singapore-region/singapore/restaurant/buona-terra,https://www.buonaterra.com.sg,1 Star,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The entrance to this intimate restaurant in a refurbished colonial house is flanked by an imposing display of wine bottles, including many interesting Italian vintages. The interior is elegantly furnished with refined contemporary charm. They serve set menus comprising impeccably executed dishes. Signatures include house-made tagliatelle with freshly shaved and intensely aromatic white truffle. Wine list comes with options of Italian labels, natural wine and whisky flyer.",A,0,25,4.2,good,0.7225,excellent,0.8014,good,0.9306,3.68,4.08,3.72,True
Burnt Ends,ChIJLZ9DYnIZ2jERQ51Am7WzJLM,"#01-04, 7 Dempsey Road, 249671, Singapore",Singapore,Central,3.0,Barbecue,103.8086664,1.3048886,6224 3933,https://guide.michelin.com/en/singapore-region/singapore/restaurant/burnt-ends-1200777,https://burntends.com.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Years ago, the Aussie owner-chef David Pynt opened a pop-up in London called Burnt Enz to great acclaim. Then his refined barbecue food cooked in a wood-fire brick kiln was taken up a notch with Burnt Ends in Singapore. In 2021, it moved to this location, twice as big as its previous space. The small but interesting snack menu is worth exploring. Meats and fish are well complemented by the Australian wines on offer. Book ahead to secure a table.",B,1,27,3.81,good,0.6835,excellent,0.7153,good,0.875,3.52,3.93,3.85,True
Butcher's Block,ChIJxa9_D1cZ2jERvqas0i6h4oY,"Raffles Arcade, #02-02, 328 North Bridge Road, 188719, Singapore",Singapore,Central,3.0,Steak House,103.8538526,1.2953284,6412 1816,https://guide.michelin.com/en/singapore-region/singapore/restaurant/butcher-s-block,https://www.butchersblock.com.sg,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Wood-fire cooking is the speciality of this dark and handsome restaurant within Raffles hotel. Head straight to the tasting menu if you want to experience a variety of top-quality fish and meat dishes, all expertly prepared using American wood and supplemented with Asian flavours. The moodily lit room ensures your gaze never wanders too far from the open kitchen. A restaurant to appeal to the hunter-gatherer in all of us.",A,0,30,4.7,excellent,0.6738,excellent,0.9045,good,0.9284,4.07,4.73,4.1,True
CUT by Wolfgang Puck,ChIJnWdQKQQZ2jERxH3g-HsHchE,"The Shoppes at Marina Bay Sands, Galleria Level, #B1-71, 10 Bayfront Avenue, 018972, Singapore",Singapore,Central,3.0,Steak House,103.8597843,1.2857261,6688 8517,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cut,https://wolfgangpuck.com/restaurants/cut-singapore/,1 Star,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Synonymous with quality steaks with big flavours, celebrity chef Wolfgang Puck is a seal of confidence for this outpost of his famed namesake in LA. Here steaks are expertly seasoned, chargrilled and finished off under a 1200-degree broiler to leave them juicy and tender. Don’t forget to order the amazing onion rings with your steak. The wine list offers over 650 labels and a cocktail at the bar while waiting for your table adds to the experience.",B,1,26,4.54,good,0.7154,excellent,0.818,good,0.869,3.77,4.5,4.12,True
Candlenut,ChIJ5ySHC3IZ2jERu-xiMMTjAVE,"17A Dempsey Road, 249676, Singapore",Singapore,Central,2.0,Peranakan,103.8100724,1.3058588,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/candlenut,https://www.comodempsey.sg/restaurant/candlenut,1 Star,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","The lofty room feels airy, while bamboo and rattan details impart serenity. Influenced by his mother and grandma, the chef cooks traditional Peranakan fare with a creative twist and an Indonesian touch. In addition to à la carte dishes that are served communal style, the tasting menu features 10+ courses that change every two months; many are one-bite dishes with unique flavours and textures.",A,0,27,4.15,good,0.689,excellent,0.7255,good,0.895,3.7,4.04,3.78,True
Ce Soir,ChIJDXnRsjcb2jERiBydCxYnw1E,"#01-03, 5B Portsdown Road, 139311, Singapore",Singapore,Central,3.0,Fine Dining,103.7960641,1.2942933,9177 9993,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ce-soir,https://cesoir.com.sg,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Ce Soir wins kudos not only for its impossibly romantic floral theme and all things botanical, but also for its deftly crafted French fare with distinct Asian notes. Inspired by the chef's childhood memories, a recent iteration of the menu prominently featuring Japanese produce is presented as a scrapbook. Each and every course of the lunch set and dinner tasting menus is visually stunning, with seafood being a definite highlight.",A,0,28,4.89,excellent,0.5739,excellent,0.8236,good,0.9435,4.11,4.64,4.29,True
Chai Chuan Tou Yang Rou Tang,ChIJmf03430Z2jERDoCj3LvUSQw,"115 Bukit Merah View Market & Hawker Centre, #01-51, Blk 115 Bukit Merah View, 151115, Singapore",Singapore,Central,1.0,Street Food,103.8220326,1.2856243,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chai-chuan-tou-yang-rou-tang,"https://www.google.com/maps/place/Chai+Chuan+Tou+Yang+Rou+Tang/@1.2851123,103.8222821,17z/data=!3m1!4b1!4m6!3m5!1s0x31da197de337fd99:0xc49d4bbdca3800e!8m2!3d1.2851123!4d103.8222821!16s%2Fg%2F1tdbnd8l?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=5b3b063f-0687-4180-92d2-abc7d7eb2900",Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","The mutton soup here can be paired with tripe, meatballs, tendon or even brain. The mutton boasts the right mix of fatty and lean meat, without tasting gamey. The broth has a mildly herbal flavour. Come early as they tend to sell out.",A,0,24,4.5,good,0.6569,excellent,0.5495,good,0.9229,3.83,4.5,3.96,True
Chef Kang's Noodle House,ChIJWwDgCSwX2jERf0TwOrbK2xA,"Blk C, #01-34, Jackson Square, 11 Lorong 3 Toa Payoh, 319579, Singapore",Singapore,Central,1.0,Street Food,103.8485929,1.3372466,8280 2782,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chef-kang-s-noodle-house,https://www.chef-kang.com/noodle-house,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Coffee,Wheelchair accessible","This joint specialises in noodle soup with wontons and char siu – the springy noodles are shipped from Hong Kong; the lightly charred pork has layers of fat and lean meat. For extra texture and flavour, order shredded abalone on top.",A,0,26,4.0,good,0.6062,excellent,0.43,good,0.9157,3.77,4.31,3.96,True
Cheng Heng Kway Chap and Braised Duck Rice,ChIJ7SUpBGoa2jERf87hnXTrMCY,"Holland Drive Market & Food Centre, #02-05, 44 Holland Drive, 270044, Singapore",Singapore,Central,1.0,Street Food,103.7924893,1.3081707,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cheng-heng-kway-chap-and-braised-duck-rice,"https://www.google.com/maps/place/Cheng+Heng+Kway+Chap+and+Braised+Duck+Rice/@1.3080463,103.792659,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a6a042925ed:0x2630eb749de1ce7f!8m2!3d1.3080463!4d103.792659!16s%2Fg%2F1tm0qpjz?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=ce2614c9-2b19-4853-99e8-e6fb6484479b",Selected Restaurants,"Dine-in,Takeaway","The name reveals the two signature dishes – the braised duck is tender, has robust flavours and is accompanied by a perfectly seasoned, spiced soy marinade. The kway (rice noodles) are silky smooth and the soup is moreish.",A,0,28,3.75,good,0.6606,good,0.5243,good,0.8276,3.29,3.71,3.61,True
Cheok Kee,ChIJwa2_nSwY2jERqr9kqOaN5O0,"Geylang Bahru Market & Food Centre, #01-35, 69 Geylang Bahru, 330069, Singapore",Singapore,Central,1.0,Street Food,103.870173,1.32144,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cheok-kee,"https://www.google.com/maps/place/Cheok+Kee/@1.321347,103.8702067,17z/data=!3m1!4b1!4m6!3m5!1s0x31da182c9dbfadc1:0xede48de6a864bfaa!8m2!3d1.321347!4d103.8702067!16s%2Fg%2F11bx45f058?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=c156bfdc-bdc4-4cfa-ab77-725ad757f054",Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","Its famous soy-marinated duck boasts velvety flesh on a bed of steamed rice perfumed by duck scents. It comes with chilli vinegar that aptly cuts through the richness, plus an aromatic duck soup made with Chinese herbs.",B,1,28,3.25,good,0.7499,good,0.5236,good,0.874,2.96,3.18,3.21,True
Chey Sua Carrot Cake,ChIJE69i1WkX2jERoghAB9OcsYI,"127 Toa Payoh West Market & Food Centre, #02-30, Blk 127, Lorong 1 Toa Payoh, 310127, Singapore",Singapore,Central,1.0,Street Food,103.8447178,1.3380791,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chey-sua-carrot-cake,"https://www.google.com/maps/place/Chey+Sua+Carrot+Cake/@1.3380331,103.844648,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1769d562af13:0x82b19cd3074008a2!8m2!3d1.3380331!4d103.844648!16s%2Fg%2F11bwptnld1?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=8997354e-8b1d-407a-89c6-348897b4246c",Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Wheelchair accessible","The pan-fried radish cake is hugely popular. Fried on one side until golden, it allows you to taste the caramelised crispy bits and the soft moist cake at the same time. The cakes are fried to order, so expect a longer waiting time.",A,0,27,1.93,poor,0.635,terrible,0.5611,good,0.5986,2.41,2.15,2.59,True
Chomp Chomp Satay,ChIJx-Df2KMZ2jERwzqHPGryf9E,"Chomp Chomp Food Centre, #01-34, 20 Kensington Park Road, 557269, Singapore",Singapore,North-East,1.0,Street Food,103.8664665,1.3642842,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chomp-chomp-satay,"https://www.google.com/maps/search/Chomp+Chomp+Satay+Singapore+557269/@1.363784,103.8665176,17z/data=!3m1!4b1?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=c908df42-d629-44e5-9bf3-7baa9e76905b",Selected Restaurants,"Dine-in,Takeaway,Credit cards,NFC payments,Wheelchair accessible","Opt for pork, chicken, mutton or ketupat served with pineapple sauce.",B,1,25,4.36,good,0.6419,excellent,0.5437,good,0.8603,3.68,4.2,3.88,True
Chuan Kee Boneless Braised Duck,ChIJ-eXK8mga2jER47OPcbdMYCY,"20 Ghim Moh Road Market & Food Centre, #01-04, Blk 20, Ghim Moh Road, 270020, Singapore",Singapore,Central,1.0,Street Food,103.788126,1.3110244,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chuan-kee-boneless-braised-duck,"https://www.google.com/maps/place/Chuan+Kee+Boneless+Braised+Duck/@1.3111425,103.7880953,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a68f2cae5f9:0x26604cb7718fb3e3!8m2!3d1.3111425!4d103.7880953!16s%2Fg%2F1tf4bk2q?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=3f10cc79-d767-449f-ab38-69c1284381a9",Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","Juicy and flavoursome braised duck is served with rice, congee, kway teow or noodles, plus optional extras such as duck gizzard, duck liver or marinated egg. The ""set"" comes with a bowl of bak kut teh.",A,0,26,4.23,good,0.7286,excellent,0.6252,good,0.8836,3.69,4.15,3.62,True
Chung Cheng,ChIJSwYWdLQZ2jERrzmOTYRJGw4,"Golden Mile Food Centre, #01-59, 505 Beach Road, 199583, Singapore",Singapore,Central,1.0,Street Food,103.8639165,1.3033256,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chung-cheng,"https://www.google.com/maps/place/Chung+Cheng+Chilli+Mee%2F%E5%B4%87%E6%AD%A3%E8%BE%A3%E6%A4%92%E9%9D%A2/@1.3032394,103.8639512,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19b47416064b:0xe1b49844d8e39af!8m2!3d1.3032394!4d103.8639512!16s%2Fg%2F11c5_tqsft?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=9bf48b6f-a278-4846-8f7e-773756124b48",Selected Restaurants,"Dine-in,Takeaway,Outdoor seating,Cash only,Wheelchair accessible","Three options feature on the menu of this stall – chilli mee, prawn mee and laksa. Go for chilli mee: yellow egg noodles topped with tangy chilli sauce, pork ribs, prawns, hard-boiled egg, fish cake and tofu puffs.",A,0,27,4.04,good,0.6488,good,0.3948,good,0.8899,3.48,3.96,3.63,True
Claudine,ChIJ-zvlIDQZ2jERQmjhYTdSKMg,"39C Harding Road, 249541, Singapore",Singapore,Central,2.0,French,103.8134286,1.3048538,6265 2966,https://guide.michelin.com/en/singapore-region/singapore/restaurant/claudine,https://www.claudinerestaurant.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","From chef Julien Royer of Odette fame comes this classic French brasserie, named after his mother. It's housed in a lovely converted 1930s chapel with an open kitchen at one end and a bar at the other. Those with a fondness for comforting French classics will find the roll call of favourites highly appealing, from foie gras terrine to vol-au-vents and soufflé. The wine list is thoughtfully curated and by-the-glass choices abound.",A,0,24,4.33,good,0.7597,excellent,0.6988,good,0.8607,3.5,4.12,3.92,True
Cloudstreet,ChIJox0yPU8Z2jERHKePRm932o0,"84 Amoy Street, 069903, Singapore",Singapore,Central,4.0,Fine Dining,103.8470099,1.280977,6513 7868,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cloudstreet,https://cloudstreet.com.sg/,2 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","In addition to naming his venture after the Tim Winton book, Sri Lankan chef Rishi Naleendra pays homage to Australia where he honed his skills. His food embodies balance and harmony, making the best use of top-quality ingredients and well thought-out flavours. Highlights include Sri Lankan curry with blue marron and coconut broth, and Murray cod with fermented bell pepper and almonds. The savvy front-of-house team delivers slick service and the perfect vibe.",A,0,26,4.77,good,0.6483,excellent,0.8636,good,0.9254,4.15,4.92,4.12,True
Come Daily Fried Hokkien Prawn Mee,ChIJiQQGOWgX2jERXmFkXdKaogI,"127 Toa Payoh West Market & Food Centre, #02-27, Blk 127, Lorong 1 Toa Payoh, 310127, Singapore",Singapore,Central,1.0,Street Food,103.8447186,1.3381846,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/come-daily-fried-hokkien-prawn-mee,"https://www.google.com/maps/place/Come+Daily+Fried+Hokkien+Prawn+Mee+%E5%A4%A9%E5%A4%A9%E6%9D%A5%E7%82%92%E7%A6%8F%E5%BB%BA%E8%99%BE%E9%9D%A2/@1.3380286,103.8446978,17z/data=!3m1!4b1!4m6!3m5!1s0x31da176839060489:0x2a29ad25d64615e!8m2!3d1.3380286!4d103.8446978!16s%2Fg%2F1v298jlb?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=cad06059-5b93-4223-bc95-eb743e8a17ab",Selected Restaurants,"Dine-in,Takeaway,Delivery,Coffee,Cash only,Wheelchair accessible","The signature Hokkien prawn mee is made with yellow egg noodles, rice vermicelli and squid, topped with fried crispy lard that adds an extra layer of texture and flavours.",A,0,26,4.15,good,0.6707,good,0.5213,good,0.8765,3.42,3.96,3.77,True
Cumi Bali,ChIJDw5_RG0Z2jERl-F--4zrv6E,"50 Tras Street, 078989, Singapore",Singapore,Central,2.0,Indonesian,103.8442371,1.2781933,6220 6619,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cumi-bali,https://www.cumibali.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards","This friendly restaurant serves authentic Indonesian fare in a setting adorned with artefacts and bamboo-styled furnishings. The signature whole grilled squid Cumi Bali – succulent and springy in texture – is the restaurant’s namesake and is even more delicious in their renowned house-made sauce that features a myriad of natural spices. Nasi Kunyit is a rice dish jazzed up with 11 spices, including turmeric, cinnamon and pandan leaves. The portion sizes are perfect for sharing.",B,1,26,4.31,good,0.7084,excellent,0.6228,good,0.9336,3.31,4.27,3.65,True
Da Po,ChIJ6xioi7MZ2jERUUldfIsqDH0,"Golden Mile Food Centre, #B1-53, 505 Beach Road, 199583, Singapore",Singapore,Central,1.0,Street Food,103.8639417,1.3029969,9848 9949,https://guide.michelin.com/en/singapore-region/singapore/restaurant/da-po,"https://www.google.com/maps/place/Da+Po+Hainanese+Chicken+Rice+%26+Curry+Chicken+Noodle+%E5%A4%A7%E5%9D%A1/@1.3029454,103.8640819,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19b38ba818eb:0x7d0c2a8b7c5d4951!8m2!3d1.3029454!4d103.8640819!16s%2Fg%2F1ptxcjcsd?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=351de085-3b61-4a16-ad2c-d5a4b95f903d",Selected Restaurants,"Dine-in,Takeaway,Outdoor seating","This stall serves only curry chicken noodles and Hainanese chicken rice. The latter comes in three portion sizes. Choose between roast or steamed chicken. The steamed one boasts meaty flavour, springy skin and silky flesh.",A,0,28,4.71,good,0.7261,excellent,0.694,good,0.9537,3.82,4.57,4.04,True
Da Shi Jia Big Prawn Mee,ChIJn7jj_5kZ2jERdhZzwXgi41Q,"89 Killiney Road, 239534, Singapore",Singapore,Central,1.0,Ramen,103.8389954,1.298469,8908 6949,https://guide.michelin.com/en/singapore-region/singapore/restaurant/da-shi-jia,"https://www.google.com/maps/place/Da+Shi+Jia+Big+Prawn+Mee/@1.2984443,103.8391425,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1999ffe3b89f:0x54e32278c1731676!8m2!3d1.2984443!4d103.8391425!16s%2Fg%2F11f5psljq_?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=ade61c76-16ca-40ae-9e87-8abe7d273b07",Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Credit cards,NFC payments","Guests are spoiled for choices here. First, pick between prawn noodle soup and fried prawn bee hoon. For prawn mee, specify the size of these wild-caught marine crustaceans – from regular to XXL. Then pick your noodles –the yellow variety, kway teow, bee hoon, or any combination of those. For real big eaters, choose extra toppings of fish cake, pork ribs or sliced pork. Don’t forget about snacks like tofu skin prawn rolls and fried prawn balls on the side.",A,0,19,3.37,good,0.6654,excellent,0.5245,good,0.7622,3.21,3.58,3.53,True
Delhi Lahori,ChIJwcCP1psZ2jERI3RNOOXzMjs,"Tekka Centre, #01-266, 665 Buffalo Road, 210665, Singapore",Singapore,Central,1.0,Street Food,103.8507102,1.3064407,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/delhi-lahori,"https://www.google.com/maps/place/Delhi+Lahori/@1.3059209,103.8507309,17z/data=!3m1!4b1!4m6!3m5!1s0x31da199bd68fc0c1:0x3b32f3e5384d7423!8m2!3d1.3059209!4d103.8507309!16s%2Fg%2F11fnzjhx2f?entry=tts&g_ep=EgoyMDI2MDMxOC4xIPu8ASoASAFQAw%3D%3D&skid=d86054f0-5e0d-422a-a39e-3e15421ef111",Bib Gourmand,"Dine-in,Takeaway,Delivery,NFC payments","The experienced tandoor master knows his clay oven inside out. His fluffy, crispy naans have a loyal following. His grilled-to-order seekh kebab and chicken tikka masala are also exceptional and come in generous portions.",B,1,27,3.81,good,0.6111,excellent,0.4544,good,0.8303,3.48,3.93,3.59,True
